reference,source,sentence_raw,construction,verb,dependency,final_input
ICNALE,naturalistic_data_L2_speech,It is very useful for them to have more experience and learn some knowledges that they would not learn learn in the classroom and can help them to develop some other abilities.,8,learn,verb dobj,verb dobj [SEP] learn [SEP] It is very useful for them to have more experience and learn some knowledges that they would not learn learn in the classroom and can help them to develop some other abilities.
ICNALE,naturalistic_data_L2_speech,The first one I think eh um uh to go because a lot of students they will have a job finding up to the college college college life.,7,go,intj intj intj aux verb prep,intj intj intj aux verb prep [SEP] go [SEP] The first one I think eh um uh to go because a lot of students they will have a job finding up to the college college college life.
ICNALE,naturalistic_data_L2_speech,I agree with this statement.,7,agree,nsubj verb prep punct,nsubj verb prep punct [SEP] agree [SEP] I agree with this statement.
ICNALE,naturalistic_data_L2_speech,Besides the parttime job can be a distraction and the students may find the working much more fun than sitting in their room and it terrified them.,0,be,prep aux verb attr cc conj,prep aux verb attr cc conj [SEP] be [SEP] Besides the parttime job can be a distraction and the students may find the working much more fun than sitting in their room and it terrified them.
ICNALE,naturalistic_data_L2_speech,"Some people um yeah,also think that the uh doing parttime could achieve working experience uh but uh uh but as you uh but as but uh as far actually most of uh our students do physical labor,only do physical labor,uh,um.",8,think,nsubj advmod verb ccomp prep intj cc conj,"nsubj advmod verb ccomp prep intj cc conj [SEP] think [SEP] Some people um yeah,also think that the uh doing parttime could achieve working experience uh but uh uh but as you uh but as but uh as far actually most of uh our students do physical labor,only do physical labor,uh,um."
ICNALE,naturalistic_data_L2_speech,"So,I think it is important for college students to have a parttime job and I also want to have some time to take have a parttime job.",8,have,mark nsubj aux verb dobj,"mark nsubj aux verb dobj [SEP] have [SEP] So,I think it is important for college students to have a parttime job and I also want to have some time to take have a parttime job."
ICNALE,naturalistic_data_L2_speech,"And just in my point of view,I don't think that parttime job is bad thing or good thing totally because if you can just balance them good and the bad and you can you can just make yourself fit in it for good things and bad things.",9,make,advmod mark advcl aux nsubj aux advmod verb ccomp,"advmod mark advcl aux nsubj aux advmod verb ccomp [SEP] make [SEP] And just in my point of view,I don't think that parttime job is bad thing or good thing totally because if you can just balance them good and the bad and you can you can just make yourself fit in it for good things and bad things."
ICNALE,naturalistic_data_L2_speech,"And a a college student,I am agreeing with this point.",7,agree,dep punct nsubj aux verb prep punct,"dep punct nsubj aux verb prep punct [SEP] agree [SEP] And a a college student,I am agreeing with this point."
ICNALE,naturalistic_data_L2_speech,"I think I think the parttime job is very important to college students,so they can improve their their social ability and get extra money to to buy more books.",8,buy,aux aux verb dobj,"aux aux verb dobj [SEP] buy [SEP] I think I think the parttime job is very important to college students,so they can improve their their social ability and get extra money to to buy more books."
ICNALE,naturalistic_data_L2_speech,"In my opinion,I think it's not good for student to do a parttime job because I think that I think it's it's just a waste of time.",8,do,mark nsubj aux verb dobj,"mark nsubj aux verb dobj [SEP] do [SEP] In my opinion,I think it's not good for student to do a parttime job because I think that I think it's it's just a waste of time."
ICNALE,naturalistic_data_L2_speech,"Besides,it can help us need more money to pay our school tuition and uh channel ourselves.",8,need,nsubj verb dobj advcl,"nsubj verb dobj advcl [SEP] need [SEP] Besides,it can help us need more money to pay our school tuition and uh channel ourselves."
ICNALE,naturalistic_data_L2_speech,It's very special.,0,be,nsubj verb acomp punct,nsubj verb acomp punct [SEP] be [SEP] It's very special.
ICNALE,naturalistic_data_L2_speech,"I think it is good for college student to have a parttime job because students can make some money from a parttime job,which helps them to lower their family's financial burden.",8,lower,aux verb dobj,"aux verb dobj [SEP] lower [SEP] I think it is good for college student to have a parttime job because students can make some money from a parttime job,which helps them to lower their family's financial burden."
ICNALE,naturalistic_data_L2_speech,"But I think it's I think it's not the money you get can't I think that money you get will can't be you know that,I don't know how to describe that.",8,know,mark punct nsubj aux neg verb xcomp,"mark punct nsubj aux neg verb xcomp [SEP] know [SEP] But I think it's I think it's not the money you get can't I think that money you get will can't be you know that,I don't know how to describe that."
ICNALE,naturalistic_data_L2_speech,"So we so we can we can have the experience and when we are doing a fulltime job,for once we can feel...",8,do,advmod nsubj aux verb dobj,"advmod nsubj aux verb dobj [SEP] do [SEP] So we so we can we can have the experience and when we are doing a fulltime job,for once we can feel..."
